predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.014625986871989101;0.7848129148514358;0.053544203296879304;-0.11975246484381646;0.09050049109983827
east;-0.0022130560227217044;0.9766929130651985;0.07572293848890879;-0.15088434693499617;0.14645823488955276
