predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.05312521440360389;0.6113277418130509;0.10445581473486179;-0.25849381378337816;0.15224338497617035
credit_card_days_log2;0.2884950834956328;1.3565143543535839e-05;0.06546079646904839;0.15979385112042657;0.41719631587083905
giro_days;0.30051122343471415;1.2343404412571016e-07;0.05577012769277485;0.1908626314384872;0.4101598154309411
giro;-0.27339367665555003;6.481821207155397e-06;0.0597890705958252;-0.39094383619094886;-0.1558435171201512
solvency;-0.2712399437700224;1.8546770650114353e-09;0.04405812569653256;-0.3578617904193611;-0.18461809712068372
unsecured_loan_log2;-0.11351640261957723;0.012491549670816999;0.04523252540609354;-0.20244721429950563;-0.024585590939648808
female;-0.009977292829613977;0.9406946298802771;0.1340224716859754;-0.2734763365681352;0.2535217509089073
telecom;-0.06848282754233867;0.08814684631118774;0.04005900928143478;-0.14724208713503562;0.010276432050358261
relocation;-0.15207399625270673;0.0001401757561227392;0.039539498883797174;-0.22981185629003303;-0.07433613621538042
conditions_log2;-0.2154755019614341;6.314851007559708e-06;0.04706354989749972;-0.30800625622172184;-0.12294474770114641
credit_card;-0.0665246574551858;0.28560273979093115;0.06221394513455401;-0.18884231690386816;0.05579300199349653
finance_year_log2;-0.00438738864442496;0.9308826574631914;0.05055145687088281;-0.10377565075823734;0.09500087346938742
secured_loan_log2;0.08244298302871778;0.04587177858933989;0.0411599670192689;0.0015191512753495728;0.16336681478208598
business_relation;-0.11471630563061314;0.005091998685604751;0.040720469582728555;-0.19477604979630234;-0.034656561464923935
identity_**3;-0.026353670723567216;0.5367105424928506;0.042619763266836565;-0.11014758023664453;0.0574402387895101
east;0.01767491664402268;0.8496779523628725;0.0931948149602433;-0.16555364431664085;0.20090347760468621
global_credit;-0.05122774717888497;0.1909986131448727;0.03910777598453643;-0.12811680499905942;0.02566131064128948
banking_connection_**3;0.05487116857294197;0.12366678109586723;0.035563531406710425;-0.015049617096418846;0.12479195424230279
credit_days_**3;-0.03367533768085228;0.42832204000704777;0.04247134537157728;-0.11717744558049467;0.04982677021879012
monthlyIncome;0.06036446877926384;0.13542267541263547;0.0403462504845915;-0.018959530303773495;0.13968846786230116
mailOrder;0.09814481255398025;0.3653208436734835;0.10828784546029521;-0.1147578698719135;0.311047494979874
