predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.19767295742253804;0.06095515068589051;0.10504635746174555;-0.4044975354586534;0.009151620613577355
age;0.2836344399040352;9.178067296930253e-07;0.056431036560476766;0.17252801406712293;0.39474086574094747
credit_card_days;0.4370765344160237;6.315061424166757e-15;0.05284006837495916;0.33304032498315245;0.5411127438488949
relocation;-2.9691020468021467e-05;0.9994798598167737;0.04550279844218247;-0.0896196331628599;0.08956025112192384
solvency_log2;-0.3908642317111982;7.145884453468616e-16;0.04547829283230466;-0.4804059250371155;-0.30132253838528095
female;0.2841208378976;0.00040662614876115275;0.0793421546173019;0.12790497239102455;0.44033670340417547
finance_year_**2;-0.13822809284997478;0.0012568589698820566;0.04239559027920726;-0.22170028819270488;-0.05475589750724469
mailOrder;0.11814457412957581;0.2726346665393601;0.10747417038630136;-0.09346009715113156;0.32974924541028316
secured_loan_**2;-0.012083211190423729;0.8202516740600713;0.05312582366917919;-0.11668204097088926;0.0925156185900418
giro_days;0.12281379500854589;0.04408420517823199;0.060712959987250806;0.0032767388544614334;0.24235085116263033
credit_card_**2;-0.10299125820648561;0.050031003027911775;0.05231646586352977;-0.2059965526119179;1.4036198946687506e-05
conditions_**2;0.0016248136461207083;0.9839892387846347;0.08089015805769305;-0.1576388982217524;0.16088852551399382
giro;0.016876204102601253;0.8014972787804671;0.06705947555731319;-0.11515643434957289;0.14890884255477538
unsecured_loan_**3;-0.09168981099337592;0.07089958114246164;0.05056358844201615;-0.19124388498704276;0.007864263000290916
identity_**2;-0.037354310889947485;0.4121669484050634;0.04547792026717456;-0.126895270676619;0.052186648896724024
credit_days_log2;-0.02749755803225836;0.6388585658378001;0.05852636689795459;-0.14272945593090242;0.08773433986638571
telecom_log2;0.03056113677712441;0.4780601582118218;0.043018053267929686;-0.05413661886199672;0.11525889241624554
global_credit_**2;0.006657368120329812;0.9168646006205473;0.06371731382158947;-0.11879492611599433;0.13210966235665395
banking_connection_**2;0.04723043938298161;0.31541734982119696;0.046957588781669134;-0.04522382290687391;0.13968470167283714
east;0.06614664629618654;0.4837588008144462;0.09432699803176266;-0.11957270691829681;0.2518659995106699
business_relation_**2;-0.01074864088828795;0.8148570152664044;0.04585671135236871;-0.10103539813288324;0.07953811635630735
monthlyIncome;0.0029656760499030405;0.9516468758846239;0.04886129838481203;-0.09323677841802695;0.09916813051783303
