;Feature;Lengthscale;Weight;Relevance Ratio
4;age;5.149736768657114;0.03770769096436392;28.095737694943058
21;credit_card_days;7.815012745228261;0.01637346586507319;18.513809019510173
15;solvency;10.320943710340764;0.009387742769012464;14.018645727641207
2;mailOrder;11.796190934952158;0.00718648317282123;12.265455370130523
3;monthlyIncome;29.352768327670056;0.0011606515783549312;4.929199584687987
9;conditions;31.023055644387362;0.0010390366252162205;4.663810525587934
0;female;38.445636458026534;0.0006765593340903169;3.763382968263672
5;relocation;47.33619287679556;0.000446286087408926;3.056554502107405
19;finance_year;47.72193319706558;0.00043910051158220736;3.0318481200818295
17;unsecured_loan;56.05763973197828;0.00031822213394297363;2.5810157927084023
22;giro_days;132.2530503976396;5.71726871083982e-05;1.0940061723731418
23;noise_feat;144.68565345019394;4.776932008615117e-05;1.0
6;request;182.25079623575388;3.010655970363872e-05;0.7938821472309682
1;east;277.2352965356951;1.3010768682920776e-05;0.521887563590104
13;identity;300.9955782020095;1.1037730062195534e-05;0.4806902955667008
20;credit_days;301.5595800677157;1.099648130591987e-05;0.47979126850390413
10;credit_card;301.5599880488112;1.0996451551618018e-05;0.47979061939336193
7;banking_connection;301.72942579334546;1.0984104788983933e-05;0.4795211904499138
12;global_credit;301.7354238873814;1.098366809489123e-05;0.4795116582141707
11;giro;301.7791396669085;1.0980486133173384e-05;0.4794421960705834
16;telecom;301.9252789000708;1.0969859056984744e-05;0.4792101342997551
18;Banken_req;301.93823073629824;1.0968917958732331e-05;0.4791895782702558
8;business_relation;301.96798013364975;1.0966756785057357e-05;0.47914236928748766
14;secured_loan;301.98408502171924;1.0965587096390194e-05;0.4791168165030547
