;Feature;Lengthscale;Weight;Relevance Ratio
4;age;7.92895834099019;0.01590624721146717;38.10805664058846
10;credit_card;10.576950551818452;0.00893879653583728;28.567515001511637
21;credit_card_days;13.008109572445552;0.005909784259932724;23.228370877146162
15;solvency;14.894346715983282;0.0045077215537824575;20.286703359407657
2;mailOrder;15.919332691388021;0.003945938226036902;18.98051880797618
22;giro_days;15.976809492105192;0.0039175981563602255;18.91223612002314
17;unsecured_loan;18.35709421783906;0.002967509555814396;16.45996855350288
11;giro;20.087806314035273;0.002478192141422827;15.041821333582071
6;request;27.882004161214788;0.0012863288928481684;10.836996932223247
5;relocation;36.20714354652407;0.0007628013840500418;8.345236988139261
3;monthlyIncome;42.42482805721701;0.0005555969056439991;7.122178389310397
16;telecom;42.656627463988684;0.0005495749990176199;7.083475922103915
19;finance_year;60.861894559170665;0.00026996599602274843;4.964636670413859
0;female;66.25164858987375;0.00022782774980003798;4.560749807598051
7;banking_connection;73.06158842778103;0.00018733623171097262;4.13565048422117
14;secured_loan;291.7232700742558;1.1750540770954088e-05;1.0357665107840341
9;conditions;300.70583349262944;1.1059011090408064e-05;1.004826511178163
8;business_relation;301.0544561589021;1.103341313260165e-05;1.0036629167177524
20;credit_days;301.7026115451245;1.0986057331583396e-05;1.0015067221721012
18;Banken_req;301.85243524942626;1.0975154233738735e-05;1.0010096268053703
12;global_credit;301.8727391678786;1.0973677908694415e-05;1.0009422990370906
1;east;302.03951252966874;1.0961562858684458e-05;1.0003896213070471
13;identity;302.07405005495934;1.0959056429471589e-05;1.0002752421280343
23;noise_feat;302.15719355932043;1.0953026131248165e-05;1.0
