,Feature,Lengthscale,Weight,Relevance Ratio
4,age,3.59409314871492,0.07741432703305,10.633795994609
21,credit_card_days,9.32001234003448,0.011512430602069,4.10072990621331
15,solvency,11.5511264525248,0.007494649439234,3.30866894117523
6,request,21.8328691010155,0.002097869060798,1.75051905236214
5,relocation,28.5763140626438,0.001224581176555,1.33743117622779
9,conditions,31.110181972641,0.001033224979254,1.22849983207
17,unsecured_loan,35.6457455971773,0.000787017870017,1.072185549461
23,noise_feat,38.2188533290565,0.000684612294744,1
2,mailOrder,38.7570255046212,0.000665731524261,0.986114203333263
19,finance_year,39.1792227867747,0.000651460918168,0.975487786908259
11,giro,59.5080333241631,0.000282389669366,0.642246957160619
22,giro_days,75.2628973429093,0.000176537972267,0.507804704287765
16,telecom,94.8650946055559,0.00011111868972,0.402875825802614
0,female,122.932707366116,6.61706053117691E-05,0.310892472377052
10,credit_card,299.930865565716,1.11162339510726E-05,0.127425542739557
18,Banken_req,300.320186436853,1.108743151344E-05,0.12726035429887
14,secured_loan,301.419404330598,1.10067115583559E-05,0.126796260559051
20,credit_days,301.967023551659,1.096682626694E-05,0.12656631469071
3,monthlyIncome,302.076928918552,1.0958847545739E-05,0.126520265767669
12,global_credit,302.11447831456,1.09561235946306E-05,0.126504540736585
1,east,302.159551872766,1.0952855158212E-05,0.126485669879302
7,banking_connection,302.190209997344,1.0950632869381E-05,0.126472837519761
13,identity,302.190604177094,1.095060430122E-05,0.126472672547618
8,business_relation,302.23852991958,1.09471317179454E-05,0.126452617868495
