;Feature;Lengthscale;Weight;Relevance Ratio
6;request;4.744546398152186;0.04442327818534809;1.8949720879448801
21;credit_card_days;4.823978902536358;0.04297235951482459;1.8637691366623976
4;age;7.585925131597798;0.01737732388210658;1.1851926875745622
3;monthlyIncome;7.959553370632638;0.01578420096524472;1.1295587297184249
23;noise_feat;8.990782994457808;0.012371004619385038;1.0
18;Versandhandel_req;9.494559108384154;0.0110930352981911;0.946940546877897
16;telecom;10.192131882257543;0.009626533594029398;0.8821297740572762
10;credit_card;11.256524496542811;0.007892077809525477;0.7987174902181507
22;giro_days;14.132270542196089;0.005006982971832416;0.6361881459609167
19;finance_year;16.016423075731705;0.0038982432498604835;0.5613477461194666
15;solvency;16.66057757109364;0.0036026319315471517;0.5396441363507684
14;secured_loan;16.93093271680811;0.003488496023940648;0.5310270346495588
17;unsecured_loan;25.52194865090904;0.0015352260779873841;0.35227650981648595
12;global_credit;56.254086802545906;0.0003160034630477206;0.15982453018952766
7;banking_connection;286.8729778941573;1.2151243301031395e-05;0.03134064093612535
2;mailOrder;290.3957743533989;1.1858217587270822e-05;0.03096044704671363
9;conditions;294.57380661041293;1.152422545785065e-05;0.030521325361248162
1;east;295.181234112838;1.1476844878046673e-05;0.030458518209937863
0;female;299.4015007345622;1.1155577410983165e-05;0.0300291847983377
11;giro;299.930563433965;1.1116256346715578e-05;0.029976214799587394
20;credit_days;301.0173413282799;1.1036134095475464e-05;0.02986799017885401
8;business_relation;301.2217062113786;1.1021164170556288e-05;0.029847726140122974
5;relocation;301.24570421335676;1.1019408292340893e-05;0.029845348394047476
13;identity;301.5577912378824;1.0996611767759929e-05;0.02981446096136668
