;Feature;Lengthscale;Weight;Relevance Ratio
4;age;8.126218879301646;0.015143385155752507;33.97670120566654
10;credit_card;9.701207349044482;0.010625476761850867;28.46059267262987
15;solvency;23.10794776065937;0.0018727389613401849;11.948361388627271
21;credit_card_days;23.852969555407363;0.001757579960671167;11.575167198890224
11;giro;24.164187748141977;0.0017125986494229222;11.426086971001471
0;female;26.874640946735546;0.0013845691753341081;10.273704171196247
6;request;28.367236352133457;0.001242698990797973;9.733133935449908
9;conditions;28.44216304968818;0.001236160199271113;9.70749342486824
18;Versandhandel_req;35.43378404254421;0.0007964617653922623;7.792058292796824
16;telecom;38.40062090986756;0.00067814647198401;7.190042875659081
5;relocation;39.768609950332475;0.0006322941702942626;6.942714647022007
14;secured_loan;41.46282733446254;0.000581677377627324;6.659027580697359
22;giro_days;43.22429726230952;0.0005352345223758124;6.387659910775054
13;identity;54.59722614374143;0.00033547398133605254;5.057072131594518
17;unsecured_loan;85.19715826696478;0.00013776845294774458;3.240743193906939
19;finance_year;87.87014307977664;0.0001295141837705179;3.1421607057497036
12;global_credit;125.85625058723562;6.31321269463699e-05;2.1937894185279405
23;noise_feat;276.1021107938784;1.3117786141757462e-05;1.0
7;banking_connection;298.9512371134106;1.1189206529719949e-05;0.9235690524643517
3;monthlyIncome;301.5471795264206;1.0997385742330556e-05;0.9156182831074605
20;credit_days;302.2086443304993;1.0949296961480737e-05;0.913614206521272
8;business_relation;302.21572836158066;1.0948783657614397e-05;0.913592791118869
2;mailOrder;302.2169859229663;1.0948692539381195e-05;0.9135889895489051
1;east;302.24657946563843;1.0946548629344618e-05;0.913499538297563
