;Feature;Lengthscale;Weight;Relevance Ratio
8;business_relation;3.587224314393096;0.07771107752030747;2.9085363916984175
5;relocation;5.538920530871513;0.03259490590179652;1.8836833649166058
4;age;5.84677472507103;0.029252788973842626;1.784500507409403
6;request;5.941133916837953;0.028330961668136444;1.7561584387161535
10;credit_card;8.064730056549353;0.015375184273781605;1.293728666730096
3;monthlyIncome;8.202207170090182;0.014864097012290918;1.272044493297407
21;credit_card_days;10.335817063223935;0.00936074408132463;1.009457926719854
23;noise_feat;10.433572463597725;0.0091861583329191;1.0
16;telecom;19.07296210498453;0.002748930172702408;0.5470347188951324
15;solvency;20.441136854983384;0.0023932601433413127;0.5104203615296526
18;Versandhandel_req;21.436725033222793;0.002176121427561727;0.4867148525452325
14;secured_loan;23.931582324763376;0.0017460519896376218;0.43597503591734976
19;finance_year;33.514798611472145;0.0008902803171228549;0.3113124021585588
2;mailOrder;38.94331959194511;0.0006593774073100155;0.26791687439392725
17;unsecured_loan;44.000454606418366;0.0005165182522686656;0.2371241969412692
12;global_credit;71.00333061497945;0.00019835472851834657;0.14694483164704633
22;giro_days;84.59316191459514;0.0001397428136952621;0.12333824894890927
0;female;300.3860100005651;1.1082572869773057e-05;0.0347338827916057
20;credit_days;301.0270488749889;1.1035422318509311e-05;0.03465991678352665
11;giro;301.2513191766634;1.1018997519058526e-05;0.034634113776209376
9;conditions;301.50649443935896;1.1000353902503267e-05;0.034604801740667636
7;banking_connection;301.58267688149493;1.099479703175756e-05;0.03459606026276348
1;east;301.7692070163505;1.0981208984439253e-05;0.034574675682639854
13;identity;301.8466809020542;1.0975572694208273e-05;0.034565801526846344
