predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.0015783180536965424;0.9888347354981193;0.11270209752416446;-0.2232594820436987;0.2201028459363056
age_log2;0.24912143701982353;4.558735242767145e-09;0.04139287146471887;0.16770307721316605;0.33053979682648105
credit_card_days;0.3158600893388327;6.563965675054085e-10;0.049675221700726475;0.21815063042022328;0.4135695482574421
solvency_log2;-0.23916435853664872;2.646004218772856e-07;0.04552947308163726;-0.32871927197936235;-0.1496094450939351
giro_days;0.1215951999277177;0.010143961309554488;0.04703251107676447;0.029083862251554835;0.21410653760388054
secured_loan_log2;0.22234969631035398;7.661190993468607e-07;0.04413615270664941;0.13553539630184966;0.30916399631885827
finance_year_log2;-0.19128228728372906;0.00030400529606365166;0.05241309788894914;-0.294377054848751;-0.08818751971870713
relocation_log2;-0.12329045737738939;0.0029861863334910022;0.041224206782879275;-0.20437705953431734;-0.042203855220461425
credit_card_**2;-0.06979987165338379;0.14000952764110045;0.04718719672401525;-0.16261547069724433;0.023015727390476748
unsecured_loan_**3;-0.047291433447652034;0.2889413328321235;0.044526091004490384;-0.1348727287264186;0.04028986183111452
telecom;-0.06011055881459529;0.17247246439317274;0.043966860882216595;-0.14659186760537882;0.02637074997618824
credit_days_**3;-0.04115339841664467;0.33990730388074253;0.043061399983128856;-0.1258536966453651;0.043546899812075754
giro_**3;-0.0661572025895852;0.12582540794564634;0.04311190978743602;-0.15095685187261337;0.018642446693442963
business_relation_log2;-0.062041836137048605;0.12245978186985536;0.040068726884245426;-0.140855648926935;0.0167719766528378
conditions_log2;-0.05858532392187341;0.22127598044638003;0.0478094812118711;-0.1526249352302016;0.03545428738645478
identity_**3;-0.10402710070377419;0.026390529161538584;0.04664601460918076;-0.1957782130718534;-0.012275988335694973
monthlyIncome;0.05965433923779885;0.17513123057005742;0.04390431657241478;-0.026703947038742265;0.14601262551433997
global_credit_log2;0.05386569808461928;0.22521399899088737;0.04433437095464246;-0.03333849042555854;0.1410698865947971
banking_connection_**3;0.027336388775355838;0.5049040057632586;0.04095323758661844;-0.05321722625753339;0.10789000380824507
female;0.025149475380591473;0.849923226480411;0.1328126397949968;-0.23608843615008873;0.2863873869112717
mailOrder;-0.02193142803228136;0.8515909546807003;0.11713547274021344;-0.2523328891586118;0.2084700330940491
east;0.019951912653505946;0.8562203378520273;0.11003383880931622;-0.19648087787470503;0.2363847031817169
