predictor;coefficient;pvalue;standard error;0.025;0.975
const;0.0071503242647748405;0.9032200950768312;0.058783963741359704;-0.10825759235300353;0.12255824088255321
age_log2;0.3300542811891575;2.140266053368819e-25;0.030499644792293015;0.2701756980002486;0.38993286437806635
credit_card_days_log2;0.38347737751461375;2.9122329985802794e-18;0.04283544008398415;0.29938048130582573;0.46757427372340177
giro_days;0.2428058133345309;2.1793882218327e-12;0.03397462386651335;0.1761049597555092;0.30950666691355266
giro;-0.2242831265225947;2.409171463901861e-08;0.0397496332233673;-0.30232179667443393;-0.14624445637075545
solvency;-0.3471635257637153;3.8551009116713484e-36;0.02615273328118208;-0.39850801275886605;-0.2958190387685645
unsecured_loan_log2;-0.10044819396540061;0.00023678022066359752;0.02718704069006532;-0.15382329025608554;-0.04707309767471567
female;0.15206825945969416;0.05242163713658959;0.07827036844483098;-0.001596440574276492;0.3057329594936648
telecom;-0.06327062356035065;0.009063524468562102;0.02417932481563765;-0.11074080632099251;-0.015800440799708798
relocation;-0.08929776708850248;0.0005767826167125997;0.0258259127269399;-0.14000062196372837;-0.03859491221327661
conditions_log2;-0.1367927276089534;1.4848171692941829e-06;0.02818235701192109;-0.19212188374470837;-0.08146357147319841
credit_card;-0.09271710467002506;0.03516842037970202;0.04393370482430924;-0.17897017473148752;-0.006464034608562583
finance_year_log2;-0.019440962654633034;0.5342248922512165;0.03126219456314886;-0.08081662557023478;0.0419347002609687
secured_loan_log2;0.05304715286722623;0.048461718006616424;0.02683694343278661;0.00035938680241556775;0.10573491893203689
business_relation;-0.073476685598302;0.005127388031823872;0.026171518777402942;-0.12485805331471582;-0.02209531788188819
identity_**3;0.00657391640039777;0.752457707642785;0.02083515188625221;-0.03433080180109935;0.04747863460189489
global_credit;-0.0430042957377577;0.09020947865478929;0.025347823743604777;-0.0927685399781618;0.0067599485026463985
banking_connection_**3;-0.004721755298120097;0.8341255184966745;0.022539381390647376;-0.04897231076581729;0.03952880016957709
credit_days_**3;-0.01688972752080317;0.6134792951633198;0.03342297560594435;-0.08250755483881596;0.048728099797209615
monthlyIncome;0.010458695444184759;0.7080213784580897;0.02791496554064707;-0.04434550302187526;0.06526289391024478
mailOrder;-0.026578257336238677;0.6806493694435302;0.06455046273246175;-0.1533072825078686;0.10015076783539126
