predictor;coefficient;pvalue;standard error;0.025;0.975
const;0.020013685155581166;0.6994005722825208;0.05181140975967738;-0.08170095003164381;0.12172832034280613
east;-0.04489780376902942;0.5402283800199523;0.07327239836780548;-0.18874402034263457;0.09894841280457575
