predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.06413839063346617;0.4478277529748633;0.08439179620523787;-0.23019156485892867;0.10191478359199634
age_log2;0.3016462072127629;1.9681733732323408e-09;0.04877722445340841;0.20566990009994424;0.3976225143255816
credit_card_days_log2;0.5284592607552738;1.1197409795418759e-13;0.06796462392134832;0.3947289451955343;0.6621895763150134
giro_days;0.31683117050831533;6.6843527380893184e-09;0.053119058175621715;0.21231167194855446;0.42135066906807617
giro;-0.29480720180294373;6.780955628564047e-07;0.058121302275365196;-0.4091693456003165;-0.180445058005571
solvency;-0.32467403104976944;7.957384973508052e-15;0.03974355372087614;-0.40287527272380397;-0.24647278937573494
unsecured_loan_log2;-0.1630063016595801;0.0006524404136955647;0.04733276206969384;-0.2561404182438105;-0.06987218507534972
telecom;-0.1294347017798486;0.0006376561955742896;0.03751438618666277;-0.20324973103062505;-0.05561967252907214
relocation;-0.08408174225656107;0.04306873971545133;0.04139133934985977;-0.1655252426149634;-0.0026382418981587274
conditions_log2;-0.0801940709261586;0.09605326461739243;0.04803848194174588;-0.17471679434348958;0.014328652491172392
credit_card;-0.16145112313093868;0.015124288580746135;0.06608769463404929;-0.29148830641992085;-0.03141393984195648
finance_year_log2;-0.022623809081190827;0.6480315256227488;0.04951115021107612;-0.12004422222310938;0.07479660406072773
secured_loan_log2;0.023241287495727056;0.5714038975502472;0.04101970938309244;-0.05747097667155379;0.1039535516630079
business_relation;-0.045103114289635315;0.20354199872602433;0.035396814810061426;-0.1147515128423462;0.024545284263075576
identity_**3;-0.03914900667713815;0.32230417583157545;0.03949193442096208;-0.11685515066009489;0.038557137305818584
east;0.02694286366673123;0.7502706062379283;0.08457560916858246;-0.1394719893877128;0.19335771672117527
global_credit;-0.05031077091929195;0.2679714327579168;0.0453356620535633;-0.13951530178742144;0.03889375994883755
banking_connection_**3;-0.044377954355261345;0.35728380855790254;0.04813610466117103;-0.13909276471902543;0.05033685600850274
credit_days_**3;-0.00287726165187243;0.9486287349248369;0.044621799795133726;-0.09067716435349502;0.08492264104975017
monthlyIncome;-0.05150158936241422;0.23795266363225823;0.04355678093176181;-0.13720591203345175;0.03420273330862331
mailOrder;0.12613733161933005;0.16578026745003796;0.0908009635456541;-0.052526814630356605;0.3048014778690167
