predictor;coefficient;pvalue;standard error;0.025;0.975
const;-0.004236945743293925;0.9396500512607795;0.055943311904511274;-0.11407026608004314;0.1055963745934553
age;0.32104142308036865;2.798473888539151e-26;0.02907357058854465;0.2639613775293434;0.3781214686313939
credit_card_days_log2;0.3361363345628535;2.8802551792969463e-24;0.0318700797736303;0.27356591172286043;0.3987067574028466
credit_card_**2;-0.12074919949684917;8.83335786479362e-05;0.030622078912664018;-0.18086942634957187;-0.06062897264412647
female;0.3657671819125984;2.7244646943050767e-06;0.07735101984035571;0.21390417896773808;0.5176301848574587
giro;-0.2477368268110561;3.7235662071151874e-09;0.041491633495845;-0.3291972144409963;-0.1662764391811159
relocation;-0.0943305573818202;0.00021186211671844548;0.025332838294361896;-0.14406643551811885;-0.04459467924552155
solvency;-0.3913302457665534;3.9001349171296335e-40;0.02769954552204864;-0.44571267242192275;-0.33694781911118404
giro_days_log2;0.2418525974823295;4.862815404570429e-10;0.0383210910135941;0.16661692548396873;0.3170882694806903
telecom_**2;-0.08075829808875276;0.00030165810119463324;0.022236640332524968;-0.12441542094597752;-0.03710117523152801
secured_loan_log2;0.11084013965458518;9.709781923249834e-05;0.028275735897656338;0.055326480329132004;0.16635379898003835
unsecured_loan_log2;-0.04452892792837327;0.10269196474578425;0.027250825191663202;-0.09803038343435916;0.008972527577612611
finance_year_**2;-0.009254693431985667;0.7634689463523618;0.030742027546098866;-0.06961041504237471;0.05110102817840337
conditions_log2;-0.15309147430717684;2.6738886952803873e-08;0.027219053603910325;-0.20653055275938326;-0.09965239585497043
credit_days_**3;-0.04928232178324192;0.10043405899125883;0.02996093187726932;-0.10810452083503383;0.009539877268549997
banking_connection_**3;-0.0022547915891092084;0.9267876967341224;0.024530027504538855;-0.050414513941157216;0.045904930762938806
identity_**3;0.004648184232465959;0.8613184407731536;0.026597647303380826;-0.047570889272914516;0.05686725773784643
business_relation;-0.05850988838307859;0.02022423810784122;0.02513983476638744;-0.10786684332744459;-0.009152933438712596
monthlyIncome;0.028938105850562622;0.29265171090249315;0.02747896095475633;-0.0250112478490598;0.08288745955018505
global_credit;-0.04909607949272982;0.06694344235058393;0.026757452698395023;-0.1016288984047479;0.003436739419288251
mailOrder;-0.04475224490270084;0.46864601880044043;0.06172114249112557;-0.16592916103431937;0.07642467122891769
