;weight
female;0.2182925118323428
east;0.0
mailOrder;-0.025212204513891213
monthlyIncome;0.01969812327326345
age;0.0
relocation;-0.0
request;-0.0
banking_connection;-0.0
business_relation;-0.0
conditions;-0.0
credit_card;0.022188997621907642
giro;0.0
global_credit;0.0
identity;0.0
secured_loan;0.0
solvency;-0.0
telecom;-0.0
unsecured_loan;0.0
Versandhandel_req;-0.0
finance_year;-0.0
credit_days;-0.0
credit_card_days;0.11312466080506271
giro_days;0.0
age_**2;-0.0
relocation_**2;-0.1278096438810402
request_**2;-0.0
banking_connection_**2;-0.0
business_relation_**2;-0.0
conditions_**2;0.0
credit_card_**2;0.0
giro_**2;0.0
global_credit_**2;-0.0
identity_**2;-0.0
secured_loan_**2;-0.0
solvency_**2;-0.0
telecom_**2;-0.0
unsecured_loan_**2;0.0
Versandhandel_req_**2;0.0
finance_year_**2;0.0
credit_days_**2;-0.004034854592041924
credit_card_days_**2;-0.0
giro_days_**2;0.0
age_**3;-0.04782357253817992
relocation_**3;-0.0
request_**3;-0.026322538073156033
banking_connection_**3;-0.0
business_relation_**3;-0.0
conditions_**3;0.0
credit_card_**3;-0.0
giro_**3;0.0
global_credit_**3;-0.0
identity_**3;-0.008280042782171081
secured_loan_**3;-0.0
solvency_**3;-0.0
telecom_**3;-0.0
unsecured_loan_**3;0.0
Versandhandel_req_**3;0.028150999316951565
finance_year_**3;0.01015309460152551
credit_days_**3;-0.018459309890888478
credit_card_days_**3;-0.07561391463102216
giro_days_**3;0.0
age_log2;0.36941800025222243
relocation_log2;-0.0
request_log2;-0.04437417794068161
banking_connection_log2;-0.0
business_relation_log2;-0.0
conditions_log2;-0.017657955402911683
credit_card_log2;0.0
giro_log2;0.0
global_credit_log2;0.0
identity_log2;0.009669285718854007
secured_loan_log2;0.0
solvency_log2;-0.3445786135677611
telecom_log2;-0.0
unsecured_loan_log2;0.0
Versandhandel_req_log2;-0.11723797296096944
finance_year_log2;-0.19167372552347858
credit_days_log2;-0.0
credit_card_days_log2;0.24866498611384585
