;weight
giro_days_log2;0.0
age*relocation;-0.0
age*request;-0.008294662610370618
age*banking_connection;-0.0
age*business_relation;-0.017323988639045145
age*conditions;-0.0
age*credit_card;0.0
age*giro;-0.0
age*global_credit;0.0
age*identity;0.0
age*secured_loan;0.0
age*solvency;-0.05006329948129774
age*telecom;-0.0
age*unsecured_loan;0.0
age*Versandhandel_req;0.0
age*finance_year;-0.0
age*credit_days;-0.0
age*credit_card_days;0.0
age*giro_days;-0.0
relocation*request;0.0
relocation*banking_connection;0.013042428310674736
relocation*business_relation;-0.006776708202808291
relocation*conditions;0.0
relocation*credit_card;0.0
relocation*giro;0.008620311366315367
relocation*global_credit;-0.0
relocation*identity;-0.0
relocation*secured_loan;0.0
relocation*solvency;-0.0
relocation*telecom;-0.0
relocation*unsecured_loan;0.0
relocation*Versandhandel_req;-0.005946290096055972
relocation*finance_year;-0.0
relocation*credit_days;-0.012976659250948713
relocation*credit_card_days;6.762285960068353e-05
relocation*giro_days;0.07412208041014236
request*banking_connection;0.0
request*business_relation;0.0
request*conditions;0.0
request*credit_card;0.0
request*giro;0.0
request*global_credit;-0.0
request*identity;0.0
request*secured_loan;0.007876683637853345
request*solvency;0.03255275469254963
request*telecom;0.0
request*unsecured_loan;0.0
request*Versandhandel_req;0.031990007800698717
request*finance_year;0.0
request*credit_days;-0.0
request*credit_card_days;0.050275928772041394
request*giro_days;0.0
banking_connection*business_relation;-0.018932203743527012
banking_connection*conditions;-0.0
banking_connection*credit_card;0.0
banking_connection*giro;-0.0
banking_connection*global_credit;0.0
banking_connection*identity;-0.0
banking_connection*secured_loan;0.0
banking_connection*solvency;-0.0
banking_connection*telecom;-0.024637001220077857
banking_connection*unsecured_loan;-0.010069632783271215
banking_connection*Versandhandel_req;-0.0
banking_connection*finance_year;-0.0
banking_connection*credit_days;0.015728210121372092
banking_connection*credit_card_days;-0.0025834313374900933
banking_connection*giro_days;-0.0
business_relation*conditions;0.007736543152793538
business_relation*credit_card;-0.0
business_relation*giro;-0.016590109193016594
business_relation*global_credit;-0.01681905590247504
business_relation*identity;-0.0
business_relation*secured_loan;0.015858818114253045
business_relation*solvency;0.0
business_relation*telecom;0.0
business_relation*unsecured_loan;0.0
business_relation*Versandhandel_req;-0.0
business_relation*finance_year;0.0
business_relation*credit_days;0.0
business_relation*credit_card_days;-0.0
business_relation*giro_days;-0.0
conditions*credit_card;-0.031079902995695255
conditions*giro;-0.0
conditions*global_credit;0.0
conditions*identity;0.0
conditions*secured_loan;-0.0
conditions*solvency;0.0
conditions*telecom;-0.00802360974249393
conditions*unsecured_loan;-0.0
conditions*Versandhandel_req;0.0
conditions*finance_year;-0.0
conditions*credit_days;-0.0
conditions*credit_card_days;-0.0
conditions*giro_days;0.0
credit_card*giro;0.0
credit_card*global_credit;0.0
credit_card*identity;-0.0
credit_card*secured_loan;0.0
credit_card*solvency;-0.0
credit_card*telecom;0.0
credit_card*unsecured_loan;-0.0
credit_card*Versandhandel_req;0.0
credit_card*finance_year;0.0
credit_card*credit_days;-0.0
credit_card*credit_card_days;0.0
credit_card*giro_days;0.0
giro*global_credit;0.0
giro*identity;-0.0
giro*secured_loan;-0.0
giro*solvency;0.0
giro*telecom;-0.013120858644733297
giro*unsecured_loan;-0.0
giro*Versandhandel_req;0.0
giro*finance_year;0.0
giro*credit_days;-0.024448614153774428
giro*credit_card_days;0.008871727333556281
giro*giro_days;0.0
global_credit*identity;-0.0
global_credit*secured_loan;-0.0
global_credit*solvency;-0.0018256387191842157
global_credit*telecom;0.027580706447769242
global_credit*unsecured_loan;-0.0
global_credit*Versandhandel_req;0.0
global_credit*finance_year;-0.0
global_credit*credit_days;-0.0
global_credit*credit_card_days;0.0033042073012242924
global_credit*giro_days;0.0
identity*secured_loan;-0.0
identity*solvency;-0.0
identity*telecom;-0.0
identity*unsecured_loan;-0.018027973750997395
identity*Versandhandel_req;0.0
identity*finance_year;-0.0
identity*credit_days;-0.0
identity*credit_card_days;-0.0
identity*giro_days;-0.0
secured_loan*solvency;0.038486916616603764
secured_loan*telecom;0.0
secured_loan*unsecured_loan;0.017436809921771886
secured_loan*Versandhandel_req;-0.0
secured_loan*finance_year;-0.0
secured_loan*credit_days;-0.0
secured_loan*credit_card_days;-0.0
secured_loan*giro_days;0.0
solvency*telecom;0.0
solvency*unsecured_loan;0.0
solvency*Versandhandel_req;-0.0
solvency*finance_year;0.047429500316824975
solvency*credit_days;-0.0
solvency*credit_card_days;0.051015039882282794
solvency*giro_days;-0.0
telecom*unsecured_loan;0.0
telecom*Versandhandel_req;0.0060354604670244515
telecom*finance_year;-0.0
telecom*credit_days;0.0
telecom*credit_card_days;-0.0
telecom*giro_days;-0.0
unsecured_loan*Versandhandel_req;0.0
unsecured_loan*finance_year;0.0003644161400330178
unsecured_loan*credit_days;0.0
unsecured_loan*credit_card_days;-0.0
unsecured_loan*giro_days;-0.0
Versandhandel_req*finance_year;-0.0
Versandhandel_req*credit_days;-0.0
Versandhandel_req*credit_card_days;0.0
Versandhandel_req*giro_days;0.0
finance_year*credit_days;-0.0
finance_year*credit_card_days;0.018741379568800984
finance_year*giro_days;-0.0
credit_days*credit_card_days;-0.011528272621817824
credit_days*giro_days;-0.0
credit_card_days*giro_days;0.0
