;weight
female;0.0613534016929414
east;-0.0
mailOrder;-0.04545884628948339
monthlyIncome;0.007388028728019243
age;0.0
relocation;-0.0
request;-0.13945719794926367
banking_connection;-0.0
business_relation;-0.0
conditions;-0.0
credit_card;0.0
giro;-0.0
global_credit;-0.0
identity;0.0
secured_loan;0.0
solvency;-0.10137712043363828
telecom;-0.0
unsecured_loan;-0.0
Banken_req;-0.0
finance_year;-0.0
credit_days;-0.0
credit_card_days;0.25674892277828293
giro_days;0.03578306200674553
age_**2;-0.0
relocation_**2;-0.08442805437576166
request_**2;-0.0
banking_connection_**2;-0.0
business_relation_**2;-0.0
conditions_**2;-0.0
credit_card_**2;0.0
giro_**2;-0.0
global_credit_**2;-0.0
identity_**2;-0.0
secured_loan_**2;-0.0
solvency_**2;-0.0
telecom_**2;-0.0
unsecured_loan_**2;-0.0
Banken_req_**2;-0.0
finance_year_**2;0.0
credit_days_**2;-0.0
credit_card_days_**2;-0.0
giro_days_**2;0.0
age_**3;-0.09842217019122404
relocation_**3;-0.0
request_**3;0.0
banking_connection_**3;-0.0
business_relation_**3;0.0
conditions_**3;0.0
credit_card_**3;0.0
giro_**3;-0.02212023897926183
global_credit_**3;-0.0
identity_**3;-0.007509689087819226
secured_loan_**3;-0.0
solvency_**3;0.0
telecom_**3;-0.0
unsecured_loan_**3;-0.016208770187980562
Banken_req_**3;0.0
finance_year_**3;0.026567670771615138
credit_days_**3;-0.0071845989214199945
credit_card_days_**3;-0.08546859013967352
giro_days_**3;0.0
age_log2;0.40236049029695964
relocation_log2;0.0
request_log2;-0.03217427596268792
banking_connection_log2;-0.0
business_relation_log2;-0.0
conditions_log2;-0.009295647558636193
credit_card_log2;0.0
giro_log2;-0.0
global_credit_log2;-0.0
identity_log2;0.00012394642496765004
secured_loan_log2;0.0
solvency_log2;-0.31134900751296946
telecom_log2;-0.0
unsecured_loan_log2;-0.0
Banken_req_log2;-0.0
finance_year_log2;-0.07315593672072664
credit_days_log2;-0.0
credit_card_days_log2;0.14760873567266142
giro_days_log2;0.0
age*relocation;-0.0
age*request;-0.0
