;weight
female;0.32806653380889333
east;-0.03150518238094274
mailOrder;0.007700100763027581
monthlyIncome;-0.018432987055511007
age;-2.2819420784464706
relocation;-0.19050941054354525
request;-0.1328841934830551
banking_connection;0.0
business_relation;-0.02243467835929297
conditions;-0.03591176338023684
credit_card;0.0
giro;-0.31370398937990845
global_credit;-0.01742263477990309
identity;0.00740040153967054
secured_loan;-0.0
solvency;-0.18802425177549348
telecom;-0.09396925209423407
unsecured_loan;-0.0
Versandhandel_req;-0.09220644727564949
finance_year;0.0
credit_days;0.039440993164950706
credit_card_days;0.018567397376058257
giro_days;0.10585427896617222
age_**2;-0.0
relocation_**2;-0.17526874803882583
request_**2;-0.033166952336274036
banking_connection_**2;-0.0
business_relation_**2;-0.0
conditions_**2;-0.0
credit_card_**2;-0.34970763922014225
giro_**2;-0.0
global_credit_**2;-0.003251890321104491
identity_**2;0.0
secured_loan_**2;-0.01821012254418694
solvency_**2;-0.10789268396735995
telecom_**2;-0.14726676844576406
unsecured_loan_**2;-0.005670517213422033
Versandhandel_req_**2;-0.0
finance_year_**2;0.05944627160964612
credit_days_**2;-0.0
credit_card_days_**2;-0.0
giro_days_**2;-0.0
age_**3;0.4881541910292772
relocation_**3;0.16305851209691266
request_**3;-0.015358089837831327
banking_connection_**3;-0.032703301368677606
business_relation_**3;0.0
conditions_**3;0.0
credit_card_**3;0.22195196191442004
giro_**3;0.03450832116146884
global_credit_**3;-0.0
identity_**3;-0.027531912082739283
secured_loan_**3;-0.0
solvency_**3;0.025543754249357852
telecom_**3;0.1081694097733021
unsecured_loan_**3;-0.008075068502867915
Versandhandel_req_**3;0.1464063115951397
finance_year_**3;-0.009026736055941979
credit_days_**3;-0.050191907333710116
credit_card_days_**3;-0.050874390924903236
giro_days_**3;-0.06070588333669402
age_log2;2.1450128067527925
relocation_log2;0.07767851428582767
request_log2;0.03149617272599926
banking_connection_log2;0.002482323563228177
business_relation_log2;-0.0030628683894053464
conditions_log2;-0.054390488659842494
credit_card_log2;0.022850643098596943
giro_log2;-0.0
global_credit_log2;-0.0
identity_log2;0.0
secured_loan_log2;0.1041602746401256
solvency_log2;0.0
telecom_log2;0.0
unsecured_loan_log2;-0.09039989443070165
Versandhandel_req_log2;-0.0
finance_year_log2;-0.05444594011331687
credit_days_log2;0.0
credit_card_days_log2;0.392438414747534
giro_days_log2;0.15604403404321887
