;weight
giro_days_log2;0.0
age*relocation;-0.0
age*request;-0.0
age*banking_connection;-0.0
age*business_relation;-0.0
age*conditions;-0.0
age*credit_card;-0.010713715960116865
age*giro;-0.1940966244385304
age*global_credit;-0.0
age*identity;-0.0
age*secured_loan;0.0
age*solvency;-0.0
age*telecom;-0.06301669605506145
age*unsecured_loan;-0.047905170902566165
age*Banken_req;-0.0
age*finance_year;0.0
age*credit_days;0.0
age*credit_card_days;-0.0
age*giro_days;-0.0
relocation*request;-0.0
relocation*banking_connection;0.0
relocation*business_relation;-0.0
relocation*conditions;-0.0
relocation*credit_card;0.0
relocation*giro;-0.0
relocation*global_credit;-0.0
relocation*identity;-0.0
relocation*secured_loan;0.0
relocation*solvency;-0.010261287503884884
relocation*telecom;-0.0
relocation*unsecured_loan;-0.02385801979513388
relocation*Banken_req;-0.0
relocation*finance_year;-0.0
relocation*credit_days;-0.0
relocation*credit_card_days;0.0
relocation*giro_days;0.04014988118665286
request*banking_connection;0.0
request*business_relation;-0.0
request*conditions;0.0
request*credit_card;0.0
request*giro;0.0
request*global_credit;-0.0
request*identity;0.0
request*secured_loan;0.03159737617906939
request*solvency;0.0
request*telecom;-0.0
request*unsecured_loan;0.0562091974148291
request*Banken_req;-0.0
request*finance_year;0.015099797302835853
request*credit_days;0.0
request*credit_card_days;0.05048060320723994
request*giro_days;0.0
banking_connection*business_relation;-0.0027099010690936043
banking_connection*conditions;0.0
banking_connection*credit_card;0.0
banking_connection*giro;-0.007043719181054343
banking_connection*global_credit;-0.0
banking_connection*identity;-0.0
banking_connection*secured_loan;0.0
banking_connection*solvency;0.0
banking_connection*telecom;-0.004818648899574928
banking_connection*unsecured_loan;-0.0
banking_connection*Banken_req;0.009951106688051922
banking_connection*finance_year;-0.0
banking_connection*credit_days;0.0
banking_connection*credit_card_days;0.0
banking_connection*giro_days;-0.0
business_relation*conditions;-0.0215716369542911
business_relation*credit_card;-0.0
business_relation*giro;-0.0
business_relation*global_credit;-0.0
business_relation*identity;-0.0
business_relation*secured_loan;0.0
business_relation*solvency;0.0
business_relation*telecom;-0.0
business_relation*unsecured_loan;-0.0
business_relation*Banken_req;-0.0
business_relation*finance_year;0.0
business_relation*credit_days;-0.0
business_relation*credit_card_days;-0.0013282658521927243
business_relation*giro_days;-0.0
conditions*credit_card;-0.0
conditions*giro;-0.0
conditions*global_credit;0.0
conditions*identity;-0.0
conditions*secured_loan;-0.0
conditions*solvency;-0.0
conditions*telecom;-0.0
conditions*unsecured_loan;0.0
conditions*Banken_req;0.0
conditions*finance_year;-0.0
conditions*credit_days;0.0
conditions*credit_card_days;0.0
conditions*giro_days;0.0
credit_card*giro;-0.014306060018403876
credit_card*global_credit;0.0
credit_card*identity;-0.0
credit_card*secured_loan;0.0
credit_card*solvency;0.0
credit_card*telecom;-0.0
credit_card*unsecured_loan;-0.0
credit_card*Banken_req;0.0
credit_card*finance_year;0.0
credit_card*credit_days;-0.011020590571032359
credit_card*credit_card_days;-0.0
credit_card*giro_days;-0.0
giro*global_credit;-0.0
giro*identity;-0.04157851339723628
giro*secured_loan;-0.0
giro*solvency;-0.008282682176230138
giro*telecom;-0.03149809860928996
giro*unsecured_loan;-0.06242063635097713
giro*Banken_req;0.0
giro*finance_year;-0.0
giro*credit_days;-0.0
giro*credit_card_days;-0.024472941817331718
giro*giro_days;0.0
global_credit*identity;-0.004410962671689857
global_credit*secured_loan;-0.014963418515483311
global_credit*solvency;-0.0
global_credit*telecom;0.0
global_credit*unsecured_loan;-0.011502522195973532
global_credit*Banken_req;-0.0
global_credit*finance_year;-0.0
global_credit*credit_days;-0.0
global_credit*credit_card_days;0.0
global_credit*giro_days;-0.0
identity*secured_loan;-0.0
identity*solvency;0.0
identity*telecom;0.0
identity*unsecured_loan;-0.0
identity*Banken_req;0.019095147909170485
identity*finance_year;0.0
identity*credit_days;-0.0
identity*credit_card_days;-0.0012947093513260342
identity*giro_days;-0.0
secured_loan*solvency;0.02405096484188328
secured_loan*telecom;0.0
secured_loan*unsecured_loan;-0.0
secured_loan*Banken_req;0.0
secured_loan*finance_year;0.0
secured_loan*credit_days;0.0
secured_loan*credit_card_days;0.032770781202941954
secured_loan*giro_days;-0.0
solvency*telecom;-0.01042885473798445
solvency*unsecured_loan;-0.0
solvency*Banken_req;0.0005307710555468217
solvency*finance_year;-0.0
solvency*credit_days;-0.004889914051497821
solvency*credit_card_days;0.02882170240208861
solvency*giro_days;0.05758744675038156
telecom*unsecured_loan;-0.0
telecom*Banken_req;-0.0
telecom*finance_year;-0.0
telecom*credit_days;-0.0
telecom*credit_card_days;-0.0
telecom*giro_days;-0.0
unsecured_loan*Banken_req;0.0
unsecured_loan*finance_year;0.0
unsecured_loan*credit_days;-0.0
unsecured_loan*credit_card_days;-0.019495611140364712
unsecured_loan*giro_days;-0.0
Banken_req*finance_year;-0.0
Banken_req*credit_days;-0.0
Banken_req*credit_card_days;0.0
Banken_req*giro_days;0.0
finance_year*credit_days;0.0
finance_year*credit_card_days;0.0
finance_year*giro_days;-0.0
credit_days*credit_card_days;-0.0
credit_days*giro_days;-0.0
credit_card_days*giro_days;-0.0
