;weight
female;0.0
east;-0.0
mailOrder;-0.0
monthlyIncome;0.031116412985408636
age;0.0
relocation;-0.0
request;-0.13622054589945873
banking_connection;0.0
business_relation;-0.0
conditions;-0.0
credit_card;-0.0
giro;0.0
global_credit;0.0
identity;0.0
secured_loan;0.0
solvency;-0.18329805778769817
telecom;-0.0
unsecured_loan;0.0
Banken_req;-0.0
finance_year;-0.0
credit_days;0.0
credit_card_days;0.11748415335012952
giro_days;0.1350825334486111
age_**2;-0.0
relocation_**2;-0.0
request_**2;-0.0
banking_connection_**2;0.0
business_relation_**2;0.0
conditions_**2;0.0
credit_card_**2;-0.0
giro_**2;-0.0
global_credit_**2;0.0
identity_**2;-0.0
secured_loan_**2;-0.0
solvency_**2;-0.027476148975878835
telecom_**2;-0.0
unsecured_loan_**2;-0.0
Banken_req_**2;0.0
finance_year_**2;0.0
credit_days_**2;-0.0
credit_card_days_**2;-0.0
giro_days_**2;-0.0
age_**3;-0.0
relocation_**3;-0.0
request_**3;-0.0
banking_connection_**3;0.0
business_relation_**3;0.008754251076897503
conditions_**3;0.0
credit_card_**3;-0.08499714764212
giro_**3;-0.0
global_credit_**3;-0.0
identity_**3;-0.005798349157483488
secured_loan_**3;-0.006744924050612232
solvency_**3;-0.0
telecom_**3;-0.0
unsecured_loan_**3;-0.03692465079733827
Banken_req_**3;0.0
finance_year_**3;0.0034031907388697266
credit_days_**3;-0.022621210846981713
credit_card_days_**3;-0.0
giro_days_**3;-0.0
age_log2;0.277906994366686
relocation_log2;-0.12254834440140833
request_log2;-0.0
banking_connection_log2;0.0
business_relation_log2;-0.01718920471528323
conditions_log2;-0.012055209183656872
credit_card_log2;0.0
giro_log2;0.0
global_credit_log2;0.0
identity_log2;0.0026809915551698833
secured_loan_log2;0.1324295794146898
solvency_log2;-0.18208743425384044
telecom_log2;-0.0
unsecured_loan_log2;0.0033933427717804305
Banken_req_log2;-0.0
finance_year_log2;-0.17714521500125896
credit_days_log2;0.061073519511862746
credit_card_days_log2;0.12922610264783943
giro_days_log2;0.0
age*relocation;-0.0
age*request;-0.0
age*banking_connection;0.0
age*business_relation;-0.0
age*conditions;-0.0
age*credit_card;-0.0
age*giro;-0.0503216283678454
age*global_credit;0.0
age*identity;0.0
age*secured_loan;0.0
age*solvency;-0.018084930051768686
age*telecom;-0.005724176840321647
age*unsecured_loan;0.0
age*Banken_req;0.0
age*finance_year;-0.0
age*credit_days;-0.0
age*credit_card_days;0.0
age*giro_days;-0.0
relocation*request;0.0
relocation*banking_connection;0.0031442670116477002
relocation*business_relation;-0.0
relocation*conditions;-0.001882505130704916
relocation*credit_card;-0.0
relocation*giro;0.046734093890129474
relocation*global_credit;-0.0
relocation*identity;0.0
relocation*secured_loan;0.0
relocation*solvency;-0.0
relocation*telecom;-0.0
relocation*unsecured_loan;-0.0
relocation*Banken_req;0.012447570797692797
relocation*finance_year;-0.0
relocation*credit_days;-0.0
relocation*credit_card_days;0.0
relocation*giro_days;0.01001828856516521
request*banking_connection;7.860869309830873e-05
request*business_relation;0.0
request*conditions;0.011319193895673055
request*credit_card;0.0
request*giro;0.0008350521528784009
request*global_credit;-0.0
request*identity;0.0
request*secured_loan;0.0
request*solvency;0.07677111393353853
request*telecom;0.0
request*unsecured_loan;0.027197325212471608
request*Banken_req;-0.0
request*finance_year;0.0
request*credit_days;0.0
request*credit_card_days;0.0648642908730251
request*giro_days;0.0
banking_connection*business_relation;-0.0
banking_connection*conditions;0.0011500031189439388
banking_connection*credit_card;0.0
banking_connection*giro;-0.0
banking_connection*global_credit;0.0
banking_connection*identity;-0.011186695816778771
banking_connection*secured_loan;0.0
banking_connection*solvency;0.0009322269346925018
banking_connection*telecom;-0.017062418126485252
banking_connection*unsecured_loan;0.0
banking_connection*Banken_req;0.007373953760100607
banking_connection*finance_year;0.0
banking_connection*credit_days;-0.0
banking_connection*credit_card_days;0.01172361921440061
banking_connection*giro_days;-0.0
business_relation*conditions;-0.0
business_relation*credit_card;-0.0
business_relation*giro;-0.0
business_relation*global_credit;-0.00684354005356856
business_relation*identity;-0.012439589963563508
business_relation*secured_loan;0.010666419706663243
business_relation*solvency;0.0
business_relation*telecom;-0.0
business_relation*unsecured_loan;0.0
business_relation*Banken_req;-0.0
business_relation*finance_year;-0.0
business_relation*credit_days;0.0
business_relation*credit_card_days;0.0
business_relation*giro_days;0.0
conditions*credit_card;-0.029856292231210894
conditions*giro;-0.0042539085827092045
conditions*global_credit;0.0
conditions*identity;-0.0
conditions*secured_loan;-0.0
conditions*solvency;0.0
conditions*telecom;-0.0
conditions*unsecured_loan;0.0
conditions*Banken_req;0.0
conditions*finance_year;-0.0
conditions*credit_days;0.0
conditions*credit_card_days;0.0
conditions*giro_days;-0.0
credit_card*giro;-0.0
credit_card*global_credit;0.0
credit_card*identity;-0.013190371077679515
credit_card*secured_loan;-0.0
credit_card*solvency;-0.0
credit_card*telecom;0.0
credit_card*unsecured_loan;0.0
credit_card*Banken_req;0.0
credit_card*finance_year;0.0
credit_card*credit_days;-0.0
credit_card*credit_card_days;0.0
credit_card*giro_days;-0.0
giro*global_credit;0.0
giro*identity;-0.0
giro*secured_loan;-0.0057111438189733875
giro*solvency;0.0
giro*telecom;-0.06022263429072346
giro*unsecured_loan;-0.08731399013826399
giro*Banken_req;0.0
giro*finance_year;0.0
giro*credit_days;-0.007638498294584441
giro*credit_card_days;-0.0
giro*giro_days;0.0
global_credit*identity;-0.0
global_credit*secured_loan;0.0
global_credit*solvency;-0.0030798199416899436
global_credit*telecom;0.0
global_credit*unsecured_loan;-0.0
global_credit*Banken_req;-0.0
global_credit*finance_year;-0.0
global_credit*credit_days;-0.0
global_credit*credit_card_days;0.01085416890929029
