;weight
global_credit*Versandhandel_req;-0.0
global_credit*finance_year;-0.0
global_credit*credit_days;-0.0
global_credit*credit_card_days;0.0
global_credit*giro_days;0.001364166513550061
identity*secured_loan;-0.0
identity*solvency;0.0
identity*telecom;-0.0
identity*unsecured_loan;-0.0
identity*Versandhandel_req;0.0
identity*finance_year;-0.0
identity*credit_days;-0.0
identity*credit_card_days;-0.0009515857497237345
identity*giro_days;-0.0
secured_loan*solvency;-0.0
secured_loan*telecom;-0.0
secured_loan*unsecured_loan;-0.0
secured_loan*Versandhandel_req;-0.0
secured_loan*finance_year;0.0
secured_loan*credit_days;-0.0
secured_loan*credit_card_days;0.020962078604027035
secured_loan*giro_days;-0.0
solvency*telecom;-0.0
solvency*unsecured_loan;0.0
solvency*Versandhandel_req;-0.0
solvency*finance_year;-0.0
solvency*credit_days;-0.015537159630366133
solvency*credit_card_days;0.04766429121707724
solvency*giro_days;0.022911277596598948
telecom*unsecured_loan;-0.0
telecom*Versandhandel_req;0.0
telecom*finance_year;-0.0
telecom*credit_days;-0.0
telecom*credit_card_days;-0.0
telecom*giro_days;-0.027831529008066222
unsecured_loan*Versandhandel_req;0.0
unsecured_loan*finance_year;0.0
unsecured_loan*credit_days;-0.0
unsecured_loan*credit_card_days;-0.005641347438818841
unsecured_loan*giro_days;-0.0
Versandhandel_req*finance_year;-0.0
Versandhandel_req*credit_days;-0.0
Versandhandel_req*credit_card_days;0.0014066313208407593
Versandhandel_req*giro_days;0.04270513913148701
finance_year*credit_days;0.0
finance_year*credit_card_days;0.0
finance_year*giro_days;0.0
credit_days*credit_card_days;0.0
credit_days*giro_days;0.0
credit_card_days*giro_days;-0.018358662305847238
