;weight
global_credit*Versandhandel_req;-0.0
global_credit*finance_year;-0.01987385159445962
global_credit*credit_days;-0.0
global_credit*credit_card_days;-0.0
global_credit*giro_days;-0.0
identity*secured_loan;-0.0
identity*solvency;-0.0
identity*telecom;0.0
identity*unsecured_loan;-0.000733300838990621
identity*Versandhandel_req;0.0
identity*finance_year;0.0
identity*credit_days;-0.002398956650969555
identity*credit_card_days;0.0
identity*giro_days;-0.0
secured_loan*solvency;0.013544092886491126
secured_loan*telecom;0.0
secured_loan*unsecured_loan;0.0
secured_loan*Versandhandel_req;-0.017789572464787087
secured_loan*finance_year;0.023993220753499276
secured_loan*credit_days;-0.0
secured_loan*credit_card_days;0.0
secured_loan*giro_days;-0.0
solvency*telecom;-0.027987474409860262
solvency*unsecured_loan;-0.0
solvency*Versandhandel_req;0.04333710064190356
solvency*finance_year;0.0
solvency*credit_days;-0.0
solvency*credit_card_days;0.0047405953984889036
solvency*giro_days;0.0025696024254678973
telecom*unsecured_loan;-0.0
telecom*Versandhandel_req;-0.0
telecom*finance_year;0.0
telecom*credit_days;-0.0
telecom*credit_card_days;0.0
telecom*giro_days;-0.0
unsecured_loan*Versandhandel_req;-0.0
unsecured_loan*finance_year;-0.0
unsecured_loan*credit_days;0.0
unsecured_loan*credit_card_days;-0.0
unsecured_loan*giro_days;-0.008336520425264627
Versandhandel_req*finance_year;-0.0
Versandhandel_req*credit_days;-0.00017956437695216445
Versandhandel_req*credit_card_days;0.0
Versandhandel_req*giro_days;0.02188668863985148
finance_year*credit_days;-0.0
finance_year*credit_card_days;-0.0
finance_year*giro_days;-0.021362858854208824
credit_days*credit_card_days;-0.0
credit_days*giro_days;-0.0
credit_card_days*giro_days;-0.0
